response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
EC__6__1__1__24	 794.16	 743.23	 400.40	 875.15	 971.03	   3.07	2012.75
EC__6__1__1__3	4450.57	4231.33	4114.77	4928.96	3894.32	4247.65	2709.33
EC__6__1__1__4	4410.57	3983.00	4114.77	4493.96	3888.32	4181.65	2658.33
EC__6__1__1__5	4417.57	4043.00	4170.77	4594.96	3888.32	4196.65	2670.33
EC__6__1__1__6	4429.24	4083.86	4130.77	4618.96	3948.49	4326.65	2671.69
EC__6__1__1__7	6274.40	6311.84	5664.43	6041.54	6563.07	6787.98	3117.58
EC__6__1__1__9	4478.57	4584.00	4174.77	5360.96	3897.32	4217.65	3448.33
EC__6__1__2__1	  5	 60	  0	103	  0	 19	 12
EC__6__2__1__1	1393.01	 778.43	1331.55	 826.81	 482.96	1428.25	 163.58
EC__6__2__1__14	38.00	 0.00	 3.00	19.00	13.25	 0.00	28.75
EC__6__2__1__16	0	0	0	0	0	0	0
EC__6__2__1__17	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
EC__6__2__1__20	 9.00	 6.43	15.33	 6.00	30.21	 3.00	 1.08
EC__6__2__1__22	108.15	268.44	199.41	340.58	179.70	795.33	 59.41
EC__6__2__1__25	0	0	0	0	0	0	0
EC__6__2__1__26	221.34	213.43	459.04	160.98	324.96	625.75	 17.08
EC__6__2__1__3	2622.83	2329.47	4389.41	3091.94	2866.51	7525.32	 477.24
EC__6__2__1__30	2168.32	1748.46	2430.83	3207.76	2024.46	4413.24	 541.28
EC__6__2__1__32	0	0	0	0	0	0	0
EC__6__2__1__34	0	0	0	0	0	0	0
EC__6__2__1__5	328.28	381.86	324.50	 21.50	121.08	 16.50	 21.16
EC__6__3__1__1	2658.17	3579.00	2703.11	4165.13	3243.84	3722.15	2536.83
EC__6__3__1__10	3230.86	2949.34	3505.37	2182.51	2644.99	3747.83	 594.38
EC__6__3__1__11	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 1.08
EC__6__3__1__12	 119.00	1191.00	 227.50	 159.75	 373.50	 169.50	 145.75
EC__6__3__1__13	2.5	1.0	0.0	2.0	0.0	1.0	0.0
EC__6__3__1__2	 9386.97	10110.84	 9667.94	11506.45	 8546.65	11756.98	 3760.83
EC__6__3__1__5	212.73	246.16	 35.40	 35.15	269.25	  4.07	 44.00
EC__6__3__1__8	 0.00	 6.43	 0.00	 0.00	30.21	 0.00	 0.28
EC__6__3__2__1	2507.58	1257.93	2573.21	1090.73	 966.71	2513.25	 215.83
EC__6__3__2__10	4590.57	4087.00	4236.77	4583.96	3895.32	4606.65	2702.33
EC__6__3__2__12	6432.06	5906.74	5708.83	6685.86	6825.78	5993.05	4964.00
EC__6__3__2__13	4931.57	4713.00	4219.77	5535.88	4685.32	4334.65	4726.08
EC__6__3__2__17	6432.06	5906.74	5708.83	6685.86	6825.78	5993.05	4964.00
EC__6__3__2__2	248.17	328.16	 25.40	 27.80	197.00	  8.57	 27.25
EC__6__3__2__29	  2	  2	107	  0	  2	  0	  0
EC__6__3__2__3	 8.17	 3.43	 5.00	 0.00	29.21	 0.00	 1.08
EC__6__3__2__30	  2	  2	107	  0	  2	  0	  0
EC__6__3__2__32	44.00	21.66	14.00	 0.00	 0.00	 1.00	 0.00
EC__6__3__2__35	 441.0	 644.0	 482.0	2252.0	  57.0	 189.0	2049.5
EC__6__3__2__38	0	0	0	0	0	0	0
EC__6__3__2__39	0	0	0	0	0	0	0
EC__6__3__2__4	4525.57	4107.76	4292.77	3320.46	3938.53	4286.15	2689.91
EC__6__3__2__43	0.4	0.0	0.0	0.0	0.0	0.0	0.0
EC__6__3__2__5	4219.57	3898.67	4295.10	4360.96	3877.82	4120.65	2628.33
EC__6__3__2__6	4442.57	4104.00	4120.77	4710.96	3891.32	4217.65	2682.33
EC__6__3__2__7	 69.16	118.23	  1.40	 17.90	137.46	  3.07	  8.67
EC__6__3__2__8	4423.57	4051.00	4225.44	4617.96	3888.32	4272.65	2682.33
EC__6__3__2__9	4422.90	4066.01	4118.43	4603.29	3893.32	4240.98	2691.33
EC__6__3__3__1	4492.57	4707.00	4176.77	5566.96	3898.32	4261.65	3478.33
EC__6__3__3__2	4403.67	3958.00	4110.77	4389.96	3888.32	4170.65	2646.33
EC__6__3__3__3	 458.25	 788.86	 763.71	1382.18	 436.41	1053.75	1337.24
EC__6__3__3__6	0	0	0	0	0	0	0
EC__6__3__4__13	4423.57	4055.00	4116.77	4623.96	3889.65	4290.65	2687.33
EC__6__3__4__14	3695.97	4019.00	3703.94	3194.08	3979.00	4206.90	2643.50
EC__6__3__4__15	4718.07	4732.00	4579.77	4268.13	5062.32	4385.15	3949.83
EC__6__3__4__18	171.33	191.66	242.90	 27.90	294.00	 96.07	 25.75
EC__6__3__4__19	4376.74	3567.99	4111.11	3943.63	3883.32	4293.32	1894.33
EC__6__3__4__2	4399.57	4069.00	4093.77	4683.96	3859.07	4210.65	2652.38
EC__6__3__4__20	1191.01	1505.66	1724.11	1659.63	 981.75	1096.15	1444.91
EC__6__3__4__21	4228.86	4115.00	3507.14	4557.90	3609.40	3501.15	2667.33
EC__6__3__4__3	4263.73	4048.57	3972.27	4600.63	3837.77	4229.32	2673.92
EC__6__3__4__4	4427.97	4045.00	4118.77	4515.96	3891.32	4196.65	2710.33
EC__6__3__4__5	4319.08	3859.00	4088.77	4476.36	3853.66	4192.98	2646.33
EC__6__3__4__6	0	0	0	0	0	0	0
EC__6__3__5__1	4360.74	3897.84	4419.37	4582.06	3799.07	4299.58	2667.83
EC__6__3__5__10	3224.86	2810.84	3491.04	2079.51	2644.99	3729.83	 582.38
EC__6__3__5__11	2706.03	2673.83	2848.38	2020.18	2624.99	3604.50	 513.38
EC__6__3__5__2	5036.15	4644.24	5180.13	5044.27	5469.70	5735.30	3491.13
EC__6__3__5__3	4556.37	4160.00	4180.10	4830.96	4049.98	4327.65	2697.33
EC__6__3__5__4	5632.74	6496.59	4291.79	8363.31	5967.04	5515.08	6988.33
EC__6__3__5__5	11738.81	11984.01	11277.08	13236.56	12028.56	11955.38	 9172.16
EC__6__3__5__6	 9465.67	 6469.71	 8284.67	10054.94	 9776.33	 7117.70	 6514.80
EC__6__3__5__7	 9465.67	 6469.71	 8284.67	10054.94	 9776.33	 7117.70	 6514.80
EC__6__3__5__9	2706.03	2673.83	2848.38	2020.18	2624.99	3604.50	 513.38
EC__6__4__1__1	1802.02	 937.50	2917.34	1484.91	1001.74	2416.50	 209.08
EC__6__4__1__2	 9225.96	10698.99	 8510.90	 7732.55	 9018.84	 9521.87	 7672.00
EC__6__4__1__3	 395.81	 344.00	 905.71	 625.93	 566.58	1670.50	  15.00
EC__6__4__1__4	0	0	0	0	0	0	0
EC__6__4__1__5	0	0	0	0	0	0	0
EC__6__5__1__1	 95.58	131.34	345.41	 22.08	 30.50	 35.83	 11.50
EC__6__5__1__2	4463.57	4506.43	4125.77	5345.96	3922.53	4392.65	2766.41
EC__6__5__1__3	103.51	217.45	252.32	 35.16	 76.21	 93.91	 41.08
EC__6__5__1__4	 4.00	 3.43	50.00	 3.00	40.96	 0.00	 2.28
EC__6__5__1__6	0	3	0	0	1	0	0
EC__6__5__1__7	0	3	0	0	1	0	0
EC__6__6__1__1	 89.50	 16.00	 68.00	 70.00	 73.98	158.00	 26.66
EC__6__6__1__2	 270.05	 178.00	 519.75	 208.75	 280.50	1121.75	  22.00
