response	Responder	Responder	Responder	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0098	F0130	F0177	H0086	H0148	H0479	F0066	F0155	F0056	F0100	H0054	H0063
EC__2__1__1__197	 200.76	 332.18	 170.43	 583.38	 270.97	  11.14	 202.00	 499.18	 316.96	1045.75	  11.08	 295.67
EC__2__1__1__198	3540.34	4827.58	4158.00	4928.65	3399.10	4107.69	4003.83	4992.14	4193.07	5318.40	2668.33	3418.97
EC__2__1__1__199	4115.30	6340.90	5306.34	5808.43	4626.27	6980.02	5332.58	6370.29	6698.32	6713.98	4849.83	3565.80
EC__2__1__1__200	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__2__1__1__201	1166.13	 594.22	 218.43	 856.01	 347.47	 296.09	 276.08	 561.24	 387.96	1148.25	  47.33	 376.92
EC__2__1__1__207	3064.10	3909.66	3784.00	3339.89	2798.44	4125.49	3524.33	3981.98	3581.57	3044.90	2645.33	2765.80
EC__2__1__1__217	3028.46	3856.99	3764.57	3189.06	2787.55	3837.85	3509.00	3967.48	3361.53	3018.40	2633.75	2752.30
EC__2__1__1__219	 8.00	 7.90	 3.00	 2.00	 1.50	16.50	 0.50	 3.00	 6.33	 2.00	 8.00	 1.00
EC__2__1__1__220	 8.00	 7.90	 3.00	 2.00	 1.50	16.50	 0.50	 3.00	 6.33	 2.00	 8.00	 1.00
EC__2__1__1__222	  6.14	 37.07	  3.43	127.50	  5.39	  4.39	 12.50	  2.00	 29.21	 78.00	 11.08	  8.50
EC__2__1__1__223	 771.84	 810.51	 555.44	1086.54	 579.97	 930.67	 758.25	1216.56	 882.21	2312.08	 193.33	 478.00
EC__2__1__1__224	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__2__1__1__226	2974.96	3968.89	3719.57	3283.89	2792.55	4108.10	3544.83	3957.98	3537.36	3044.90	2603.25	2760.30
EC__2__1__1__227	2974.96	3968.89	3719.57	3283.89	2792.55	4108.10	3544.83	3957.98	3537.36	3044.90	2603.25	2760.30
EC__2__1__1__228	3280.72	4421.57	3983.00	4190.27	3109.52	4118.69	3788.83	4491.96	3887.99	4246.65	2658.33	3107.30
EC__2__1__1__242	  1.14	 12.67	 42.43	 87.50	  0.89	160.89	  9.50	  0.00	191.71	 16.00	  1.08	  8.00
EC__2__1__1__245	 513.5	 320.0	 358.0	 758.0	 139.0	2335.5	 501.5	 294.5	2270.5	 382.0	  73.5	 165.0
EC__2__1__1__246	  1	 10	 81	  3	  3	 28	  4	114	  6	 25	 23	  3
EC__2__1__1__250	   0.00	  50.40	 600.00	   0.00	  30.75	  60.50	  10.00	1030.25	   0.00	 150.00	 130.50	  30.00
EC__2__1__1__258	 256.75	 160.00	 179.00	 379.00	  69.50	1165.75	 250.75	 147.25	1135.25	 191.00	  36.25	  82.50
EC__2__1__1__264	  6.64	 37.67	 14.43	 92.50	  9.89	270.39	 15.00	  8.50	201.71	 21.50	  1.58	 10.00
EC__2__1__1__265	 66.27	100.83	126.66	  1.40	  5.69	 88.83	  0.33	 30.23	165.67	 15.07	  9.75	  6.13
EC__2__1__1__266	 31.39	 64.72	173.43	 99.75	 31.89	  5.39	 14.25	  4.25	 41.71	  3.25	  1.08	  1.25
EC__2__1__1__271	2427.25	2758.90	1519.83	2755.00	1746.50	2808.50	2769.42	1383.25	2312.74	2603.00	 430.38	1941.67
EC__2__1__1__289	953.25	  3.50	  8.00	147.00	 14.50	185.00	 48.92	 13.25	 49.24	  0.00	 28.38	 33.17
EC__2__1__1__294	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__1__1__297	2492.72	4410.57	3981.00	4166.77	3127.52	4125.69	3779.33	4572.96	3883.32	4182.65	2625.33	3101.80
EC__2__1__1__298	21.14	12.17	 8.43	55.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 8.00
EC__2__1__1__33	3289.22	4382.57	3956.00	4101.77	3092.52	4017.19	3777.83	4499.46	3871.82	4225.15	2653.83	3093.30
EC__2__1__1__34	 21.14	 92.84	  3.43	204.83	 45.72	  7.39	 31.50	  7.67	 49.21	 91.00	 11.08	 23.50
EC__2__1__1__35	 2.14	 5.67	 6.43	 1.33	 0.89	 5.06	 0.33	 0.33	30.21	 3.00	 1.08	 0.00
EC__2__1__1__37	4643.02	7411.72	8247.49	6926.65	5631.77	7990.76	7443.16	5322.97	5340.08	8167.07	2327.58	7402.30
EC__2__1__1__45	1910.97	2835.97	1759.00	3126.77	2130.52	3165.74	1967.08	3686.41	3506.07	3309.15	2283.58	 835.13
EC__2__1__1__61	21.14	11.17	 6.43	50.00	 0.89	 4.39	 0.00	 3.00	42.21	 0.00	 3.08	 4.00
EC__2__1__1__63	3004.61	3552.12	3464.60	3349.02	2533.41	3207.58	2914.08	4314.71	3522.03	3664.15	2622.71	2880.05
EC__2__1__1__64	  6.14	 37.07	  3.43	127.50	  5.39	  4.39	 12.50	  2.00	 29.21	 78.00	 11.08	  8.50
EC__2__1__1__67	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__1__1__72	13169.12	15123.49	18000.10	12726.80	10675.34	13572.77	14478.66	16058.08	 9815.46	12660.34	12751.22	15216.97
EC__2__1__1__74	1500.88	2416.06	2881.23	1525.90	1827.55	1350.52	1989.25	2925.40	1396.45	 545.57	2378.00	2351.80
EC__2__1__1__77	 32.14	157.67	  3.43	130.00	185.89	  6.39	 34.00	 61.00	 34.21	425.00	 11.08	  7.00
EC__2__1__1__79	 977.72	 225.40	 382.77	 426.66	  99.14	1108.47	 265.00	 305.33	1183.79	 277.33	  68.08	  85.75
EC__2__1__1__80	 794.38	2386.06	 799.79	1887.98	1344.14	 787.63	1333.25	 849.49	 526.96	1291.49	 366.83	 581.50
EC__2__1__1__86	0	0	0	0	0	4	0	0	0	0	1	0
EC__2__1__1__90	0.00	0.00	0.00	0.00	0.75	4.50	0.00	0.25	0.00	0.00	1.50	0.00
EC__2__1__2__1	3332.05	4412.50	4104.01	4027.93	3112.52	3991.27	3772.83	4698.29	3662.32	4231.98	2700.33	3111.80
EC__2__1__2__10	 324.42	1185.24	 498.45	1145.53	 609.97	  85.55	 339.33	 767.84	 362.29	1388.41	 127.08	 388.50
EC__2__1__2__11	1966.01	2424.58	1030.93	2540.21	1437.22	1257.34	1945.33	 950.48	 929.71	2190.25	 189.58	2024.42
EC__2__1__2__13	 0.14	18.00	 4.43	 0.00	 0.89	 9.39	 0.00	10.00	32.21	 6.00	 1.08	 1.00
EC__2__1__2__2	3440.48	4764.41	4099.43	4782.65	3381.66	4140.58	3992.83	4968.47	4206.28	5292.40	2631.41	3398.80
EC__2__1__2__3	3708.59	4765.91	4214.00	4787.57	4007.52	4153.64	3993.58	5096.27	4172.07	5242.40	3390.83	3416.55
EC__2__1__2__5	 411.87	 505.14	 311.00	 940.63	 350.58	 188.42	 277.58	 638.10	 347.66	1361.42	  80.92	 365.08
EC__2__1__2__9	3213.97	4416.72	3987.33	4121.52	3105.52	4133.69	3780.58	4576.21	3888.82	4196.65	2632.33	3105.05
EC__2__1__3__1	0	2	0	0	0	8	0	0	0	0	0	0
EC__2__1__3__11	 205.62	 364.84	 199.00	 670.55	 279.25	   6.20	 213.50	 505.31	 289.75	1110.75	  11.00	 320.17
EC__2__1__3__2	3199.72	4413.97	3948.00	4080.77	3095.52	4128.69	3784.33	4487.96	3874.32	4185.65	2624.33	3092.80
EC__2__1__3__3	3820.44	4129.40	3175.50	3387.22	2761.27	4302.74	4158.66	4406.72	3648.58	3135.90	2693.30	3843.13
EC__2__1__3__6	 21.00	 41.83	 45.00	 91.50	 20.00	349.50	 15.50	 27.00	183.50	 29.00	  2.00	  2.50
EC__2__1__4__1	  9.5	 23.5	 16.0	  2.0	 14.5	214.0	  1.0	 17.0	 22.5	 10.0	  2.0	  0.5
EC__2__10__1__1	1049.22	 771.90	 223.44	 635.66	 250.89	 440.47	 193.25	 178.58	 122.29	 132.33	  86.33	 101.50
EC__2__2__1__1	10013.50	11972.85	12073.85	11663.21	 8520.41	13347.63	10535.67	19311.26	11845.19	12500.45	 8472.67	 7276.14
EC__2__2__1__2	3702.90	2921.91	3859.03	3220.12	2289.61	3719.28	2722.50	3276.59	2918.57	3669.58	2807.74	2567.59
EC__2__2__1__6	 8044.80	12513.01	10333.96	11885.60	 8564.90	14789.03	11190.32	11915.89	13339.64	14102.03	 6017.62	 7361.90
EC__2__2__1__7	4563.84	4705.71	4746.27	4716.62	3498.97	5074.54	4425.58	5949.61	4111.62	5630.33	3463.08	3530.25
EC__2__2__1__9	158.26	317.78	549.43	455.71	 76.97	158.09	202.83	484.48	347.96	632.25	 16.58	317.00
EC__2__3__1__1	2920.69	3963.17	2480.50	3266.22	2662.19	3961.32	3425.91	3896.38	3401.17	3060.73	2539.75	2357.80
EC__2__3__1__102	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__1__109	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__3__1__117	1382.27	 674.50	 819.66	 612.73	 739.77	 739.91	 369.83	2235.82	1093.75	 160.07	2058.50	 172.13
EC__2__3__1__118	  2.14	 21.00	193.43	  0.00	 10.64	 10.89	  9.00	331.25	 31.21	 45.00	 43.58	  9.00
EC__2__3__1__12	384.60	318.66	353.67	226.39	167.69	118.49	 98.66	177.23	201.00	531.40	143.75	 77.13
EC__2__3__1__122	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__3__1__128	7028.45	7836.39	8530.49	6769.12	6190.88	7590.56	7972.58	8572.98	7115.98	6717.80	7339.67	6960.43
EC__2__3__1__129	 480.38	 898.09	 374.43	1444.59	 600.05	  31.54	 476.00	1032.96	 674.70	2185.50	  29.41	 661.17
EC__2__3__1__15	6833.34	8164.79	7601.76	6923.78	5661.77	8165.04	7141.66	6863.29	7198.69	6502.80	5296.74	5582.60
EC__2__3__1__157	2449.77	2488.73	2953.66	1737.90	1875.94	1598.16	2042.50	2983.65	1472.57	 632.57	2420.33	2407.30
EC__2__3__1__16	 58.28	 26.67	 28.86	 18.00	 63.78	 12.78	  9.00	 50.00	 64.42	174.00	 24.16	 32.00
EC__2__3__1__168	0	0	0	0	0	0	0	0	0	0	0	2
EC__2__3__1__169	 256.75	 170.00	 299.00	 379.00	  75.50	1169.75	 252.75	 353.25	1135.25	 221.00	  60.25	  88.50
EC__2__3__1__174	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__2__3__1__178	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__1__179	3439.72	4724.74	4213.00	4142.77	3497.52	4993.52	4076.33	3193.63	3887.66	4180.65	2669.93	3196.80
EC__2__3__1__18	 474.09	 391.37	1508.44	 839.21	 387.89	 845.22	 579.00	2010.59	 796.54	2007.83	2163.08	 360.17
EC__2__3__1__180	3365.67	4577.06	3957.51	4775.47	3231.76	3683.52	3831.16	3292.25	3926.74	4649.90	2644.33	3105.05
EC__2__3__1__181	 245.76	 419.18	 207.43	 906.46	 310.97	  25.64	 236.33	 507.18	 354.96	1206.75	  18.08	 326.42
EC__2__3__1__182	 215.62	 380.84	 199.00	 766.55	 308.25	   7.20	 231.50	 506.31	 306.75	1136.75	  13.00	 330.17
EC__2__3__1__183	2888.56	3272.95	3577.33	3099.19	2494.19	3736.66	3010.83	2677.39	3771.24	2416.40	2582.38	2894.22
EC__2__3__1__184	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__1__187	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
EC__2__3__1__189	2.0	2.5	1.0	0.0	0.0	2.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__2__3__1__19	1353.58	 422.85	 212.01	 921.24	 372.33	 330.33	 297.75	 562.25	 333.00	1347.08	  96.50	 392.08
EC__2__3__1__191	 376.76	 574.08	 281.43	 901.21	 351.97	  30.34	 282.00	 550.98	 399.95	1170.75	  64.41	 355.17
EC__2__3__1__193	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__2__3__1__20	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__3__1__201	 34.62	 55.21	 10.00	 87.88	 14.58	102.50	122.50	379.93	 83.25	 12.50	 14.50	 29.17
EC__2__3__1__203	 115	  63	 505	  34	  16	 322	   9	 832	  40	   0	1261	  15
EC__2__3__1__204	2.00	3.00	3.00	0.00	0.00	0.67	0.00	4.33	0.00	0.00	7.00	2.00
EC__2__3__1__207	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__1__210	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__3__1__222	0	1	0	1	0	0	1	2	3	0	0	0
EC__2__3__1__223	 0.14	 0.00	 3.43	 0.00	 0.64	 4.39	 0.00	 0.00	28.96	 0.00	 0.28	 0.00
EC__2__3__1__226	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__1__234	4450.47	5969.24	6136.50	5337.77	4074.52	4925.69	5357.75	5310.21	4199.89	4674.65	3027.08	5358.47
EC__2__3__1__241	 320.76	 597.48	 211.43	 901.21	 357.97	  52.84	 285.67	 537.98	 428.94	1140.75	  22.74	 363.84
EC__2__3__1__242	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__3__1__243	 1.14	 5.67	 6.43	 0.00	 0.89	 4.39	 0.00	 0.00	30.21	 0.00	 1.08	 0.00
EC__2__3__1__28	1027.12	1567.26	2372.00	2885.71	2123.33	 702.75	1303.83	1438.68	1052.75	3627.50	1056.50	1199.17
EC__2__3__1__29	 461.26	 661.00	 281.43	1426.04	 462.30	  77.14	 439.33	 708.60	 643.79	1905.25	  34.08	 591.25
EC__2__3__1__30	4276.09	4829.71	4051.00	4517.16	4285.69	4201.89	3874.41	6450.35	3835.92	5540.65	3384.00	3146.97
EC__2__3__1__31	 23.00	167.40	  6.00	204.83	 47.00	 15.50	 58.33	  5.00	 25.00	 96.00	  4.00	 22.50
EC__2__3__1__35	2857.55	3912.00	2477.07	3209.89	2637.30	3945.93	3422.58	3882.38	3358.96	3057.73	2520.67	2353.80
EC__2__3__1__37	0	0	0	0	0	0	0	0	0	0	0	1
EC__2__3__1__39	3331.72	4418.74	4052.00	4181.10	3102.85	4098.77	3786.33	3382.30	3881.66	4210.65	2681.13	3108.80
EC__2__3__1__40	 2.14	 5.00	 6.43	 8.33	 0.89	 4.39	 0.33	 3.00	30.21	 3.00	 1.08	 2.00
EC__2__3__1__41	 333.64	 192.77	  12.43	1018.00	 143.39	   6.79	 319.00	 237.10	 545.21	1432.50	  11.88	 601.00
EC__2__3__1__46	3203.72	4208.33	3894.00	3803.61	3030.19	4050.19	3684.33	4479.29	3873.00	4085.65	2643.00	3055.63
EC__2__3__1__47	 545.52	 681.27	 372.86	1168.51	 541.11	 148.28	 411.33	1003.94	 646.42	2094.50	  43.11	 612.09
EC__2__3__1__48	  3.0	  8.5	  0.0	 88.5	  6.0	157.5	  9.5	  0.0	161.5	 17.0	  0.0	  8.0
EC__2__3__1__51	5516.80	5533.90	5885.17	5143.77	3677.19	6721.02	4698.58	4361.87	5644.57	6143.98	2988.58	3706.97
EC__2__3__1__54	 6775.17	 7778.29	 9828.64	 7129.56	 6390.94	 7901.52	 7387.08	11836.38	 9041.04	 7371.31	 8814.31	 6264.22
EC__2__3__1__57	1277.00	 577.50	 504.77	1121.54	1066.22	 218.67	 489.08	 695.98	 375.62	2584.75	 803.58	 413.83
EC__2__3__1__61	 97.76	156.51	228.43	221.13	 59.14	 28.64	 28.83	338.01	 78.96	 52.25	 22.08	 28.42
EC__2__3__1__79	2252.63	4210.87	4940.02	4364.34	3891.77	5413.35	3311.57	4708.04	5526.50	5184.56	4669.00	2097.22
EC__2__3__1__8	3467.63	4544.48	4479.02	3943.09	3477.02	4319.35	3983.91	4940.12	3879.33	5236.81	2825.00	2913.63
EC__2__3__1__81	  40.00	  30.00	  87.33	   8.00	  41.00	  41.00	  16.00	1327.00	  12.00	   1.00	   9.00	   7.00
EC__2__3__1__82	 25.50	 39.50	486.33	  4.00	 15.00	328.50	  0.00	655.00	 14.00	  0.00	771.00	  6.00
EC__2__3__1__89	 358.25	 502.00	 652.00	 232.50	 683.75	 480.17	 292.75	2188.33	 941.50	  59.00	2027.50	 119.00
EC__2__3__1__9	2405.21	2889.79	1483.97	2605.64	1843.14	1230.88	2343.75	3558.65	 971.21	2488.32	 517.63	1920.00
EC__2__3__2__10	 133.13	  74.16	 221.73	   3.40	  51.80	  83.27	   6.33	2675.90	 139.96	   3.07	  49.67	  10.13
EC__2__3__2__13	1	2	0	0	1	0	1	1	0	0	0	0
EC__2__3__2__16	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__3__2__17	   0	   3	  48	   1	  34	   0	   0	1320	   1	   0	   1	   0
EC__2__3__2__18	   0	   0	   0	   0	   0	   0	   0	1320	   0	   0	   1	   0
EC__2__3__2__2	 308.89	  69.90	 113.43	 110.00	  85.64	 151.89	  25.75	1368.00	  52.46	  67.00	  87.43	  44.50
EC__2__3__2__3	201.72	 85.40	131.73	  4.40	 32.55	367.02	  7.75	 36.13	160.55	 10.40	 34.75	 32.30
EC__2__3__2__6	 971.14	 228.67	   5.43	 519.33	 256.89	   9.59	 185.83	 177.30	 291.21	1044.50	  16.08	 298.00
EC__2__3__2__8	20	 4	 2	50	 0	 0	 0	 3	12	 0	 2	 8
EC__2__3__3__1	2363.14	4371.84	5277.51	3740.35	3444.69	4628.60	4220.08	4749.27	3991.92	4538.31	2772.75	3449.22
EC__2__3__3__10	 73.13	 77.16	137.23	  2.40	 28.80	 84.77	  0.33	 18.90	212.46	  3.07	 16.67	 11.13
EC__2__3__3__13	3951.47	5099.07	4065.00	4386.10	3289.27	4054.02	3823.74	4708.13	3754.75	4256.15	2670.75	3092.30
EC__2__3__3__14	912.75	 10.00	  2.00	  3.00	 15.50	135.75	  7.75	  8.25	 10.25	  1.00	 21.25	 25.50
EC__2__3__3__15	0	0	0	0	0	2	0	0	0	0	6	0
EC__2__3__3__5	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 0.28	 0.00
EC__2__3__3__9	 0.28	 1.00	 6.86	 5.00	 1.53	 9.28	 0.00	 0.00	58.17	 0.00	 1.36	 0.00
EC__2__4__1__1	5954.41	6572.59	6670.00	6489.58	4437.96	6836.68	6775.16	6268.92	6613.84	7630.38	3224.00	5856.93
EC__2__4__1__10	2	1	0	0	0	5	0	0	0	0	0	0
EC__2__4__1__109	0	0	0	0	0	4	0	0	0	0	1	0
EC__2__4__1__11	 21.00	 78.17	  3.00	204.83	 44.83	  3.00	 30.50	  7.67	 20.00	 91.00	 10.00	 23.50
EC__2__4__1__12	81.14	 4.00	35.43	50.00	 4.39	 5.39	 4.00	 7.00	57.46	 3.00	 4.68	 8.00
EC__2__4__1__129	 811.77	2738.83	1355.99	2355.90	1327.19	3319.99	1659.33	1392.07	2397.83	2407.57	 332.25	 723.13
EC__2__4__1__144	 0	17	 7	27	 0	 5	11	11	 3	 6	 0	 1
EC__2__4__1__15	 169.01	 278.92	  45.43	 554.38	 237.64	 118.64	 194.75	 199.01	 307.96	1113.25	  10.58	 290.33
EC__2__4__1__173	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__4__1__18	5219.55	5503.40	6491.51	5685.43	4170.77	6210.52	6136.66	5382.04	5488.50	6171.48	3002.50	5204.13
EC__2__4__1__180	 1.51	29.96	 3.43	12.05	 3.14	 7.14	 2.25	20.76	37.46	 0.00	 1.08	 5.17
EC__2__4__1__182	 338.76	 556.48	 207.43	 978.21	 383.97	  25.34	 274.00	 525.98	 386.95	1139.75	  19.41	 350.17
EC__2__4__1__187	1580.25	1828.23	 752.50	2257.33	1001.50	2375.34	1196.58	1400.50	2211.82	2437.67	 241.83	 718.25
EC__2__4__1__20	 821.00	 300.00	 572.83	 349.00	 359.00	  32.20	1161.00	 354.30	 154.50	 496.00	 116.50	1536.50
EC__2__4__1__208	 217.47	 570.83	 691.73	 143.40	 105.80	 412.27	 273.33	 861.97	 841.96	  52.07	1285.67	  97.13
EC__2__4__1__21	4093.22	4761.07	4058.50	4077.44	3139.02	3954.19	4348.33	4471.46	4401.50	4173.15	2636.50	3183.13
EC__2__4__1__211	1485.58	 663.33	2972.01	 754.66	1035.75	2538.33	 810.25	3659.33	1620.33	1935.33	2600.50	 516.00
EC__2__4__1__212	49	38	29	 0	24	18	 6	12	 2	 3	 2	 0
EC__2__4__1__216	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__4__1__227	3266.72	4410.57	3927.00	4169.77	3127.52	4127.69	3778.33	4471.96	3886.32	4181.65	2619.33	3101.80
EC__2__4__1__230	45	 2	66	 0	 9	 0	 8	31	 4	85	11	 9
EC__2__4__1__245	0	1	0	0	1	6	0	0	0	0	1	0
EC__2__4__1__247	 1.00	 3.00	 5.33	 0.00	 0.00	 0.00	 3.00	11.00	 1.00	 0.00	 3.00	 0.00
EC__2__4__1__25	3421.30	4305.23	6493.01	4630.60	3552.44	5405.44	4393.66	5086.45	5200.58	5660.48	2902.50	3871.88
EC__2__4__1__250	2.0	2.5	1.0	0.0	0.0	2.5	0.0	2.0	0.0	1.0	0.0	1.0
EC__2__4__1__266	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__1__276	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__4__1__279	11	 0	29	 0	 1	 0	 4	 2	 2	 3	 0	 0
EC__2__4__1__280	 50.00	 54.00	180.33	 42.00	 18.00	 14.00	163.00	219.00	  4.00	 41.00	 40.00	 10.00
EC__2__4__1__281	 972.75	 306.22	 207.33	 587.67	 266.00	   7.75	 206.25	 495.00	 292.00	1046.75	  10.00	 291.67
EC__2__4__1__287	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__1__288	2.0	2.5	1.0	0.0	1.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0
EC__2__4__1__289	2.0	3.5	1.0	0.0	0.0	8.5	0.0	2.0	0.0	1.0	1.0	1.0
EC__2__4__1__315	2101.00	1133.40	 388.33	 623.83	 518.00	1168.17	 415.50	 371.33	 349.98	 341.50	 164.33	 430.67
EC__2__4__1__319	1023.50	 324.97	 253.83	 670.67	 328.50	  12.00	 553.00	 192.75	 280.50	1111.75	   9.00	 334.00
EC__2__4__1__320	1023.50	 324.97	 253.83	 670.67	 328.50	  12.00	 553.00	 192.75	 280.50	1111.75	   9.00	 334.00
EC__2__4__1__325	 0.14	 5.67	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__4__1__4	 176.33	 194.33	 316.01	 426.66	  95.00	1050.33	 419.00	 279.33	1140.00	 322.33	  62.00	  78.00
EC__2__4__1__44	 0.00	 0.00	 1.00	 0.00	 0.75	 1.25	 0.00	 0.00	14.50	 0.00	 0.00	 0.00
EC__2__4__1__5	117.94	103.67	195.46	  2.80	 15.60	 74.20	  0.00	  3.60	324.93	  2.80	  6.67	  7.60
EC__2__4__1__52	23.50	13.83	85.50	 2.00	44.00	 8.67	 0.33	12.17	19.16	 0.67	10.67	 0.33
EC__2__4__1__56	 0.14	 0.00	 2.43	 0.00	 0.39	 3.39	 0.00	 0.00	14.96	 0.00	 0.28	 0.00
EC__2__4__1__57	 2.0	 5.5	 2.0	 2.0	 1.0	14.5	 0.0	 0.0	 5.0	 1.0	 1.0	 0.0
EC__2__4__1__58	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.25	0.00	0.00	0.00
EC__2__4__1__60	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__4__1__64	 11.0	 20.0	269.0	  0.0	 13.0	  8.5	  8.0	414.0	  2.0	 63.0	 48.0	 12.0
EC__2__4__1__7	 999.64	 671.16	1587.93	 695.00	 249.39	1309.06	 590.33	 801.17	1394.12	1433.67	 183.28	 505.33
EC__2__4__1__8	102.25	168.25	 48.00	179.50	234.00	 30.75	 39.25	373.00	 93.00	429.00	 12.00	 17.00
EC__2__4__1__80	13.50	 6.83	 9.00	 0.00	 0.00	 8.92	 0.33	 4.67	 1.33	 0.67	 5.00	 0.33
EC__2__4__1__83	 660.07	1145.55	 821.51	1544.01	 914.83	1303.03	1146.17	 835.07	1730.99	1965.08	 114.33	 496.26
EC__2__4__2__1	4551.84	4633.72	5831.26	4496.82	3783.82	4294.20	3969.66	6807.85	4701.21	4469.71	4843.92	3510.76
EC__2__4__2__10	3976.05	5391.90	5044.51	5586.43	3809.02	6914.02	5178.83	5536.29	5774.32	6691.98	2875.33	3483.30
EC__2__4__2__12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0
EC__2__4__2__14	4546.92	5995.81	5841.51	5668.81	4671.35	6996.72	5558.58	8477.77	6573.07	6881.23	4937.33	3785.97
EC__2__4__2__17	3010.34	4016.08	3761.77	3837.87	2889.97	3581.42	3621.58	4438.56	3426.12	4107.08	2599.75	3021.17
EC__2__4__2__18	3058.47	3777.32	2612.00	3322.77	2496.02	3556.27	3447.41	2983.88	3470.25	3832.15	2480.25	2620.55
EC__2__4__2__19	2732.84	3385.51	2332.77	3398.37	1886.47	3696.42	3049.58	2836.56	2765.04	3435.08	1754.33	2568.50
EC__2__4__2__2	2421.71	2639.39	2877.07	1819.06	1877.55	1527.60	2434.33	1705.48	1587.71	1594.40	2400.42	2550.63
EC__2__4__2__21	2698.34	3219.51	2814.27	3564.12	2163.97	2831.17	3116.42	2094.56	2715.69	3673.83	 580.99	2625.76
EC__2__4__2__22	3122.72	3690.07	3682.50	3724.69	2636.02	3485.19	3146.00	4593.96	3771.99	3808.65	2628.33	2700.55
EC__2__4__2__28	 89.33	633.33	 41.01	360.66	195.00	 19.33	 67.67	 23.33	 53.99	 42.33	 33.33	 40.67
EC__2__4__2__29	3306.72	4412.57	4042.00	4170.77	3126.52	4128.69	3785.33	4594.96	3817.32	4196.65	2669.33	3103.80
EC__2__4__2__3	1110.09	1697.51	2515.94	2494.54	1298.97	2027.92	1645.67	3205.31	2127.28	4089.08	 464.41	 954.67
EC__2__4__2__4	 2.14	 5.00	 5.43	 2.00	 0.89	16.39	 0.00	 0.00	34.21	 1.00	 2.08	 0.00
EC__2__4__2__43	 0.14	 0.00	 3.43	 0.00	 0.89	 4.39	 0.00	 0.00	29.21	 0.00	 1.08	 0.00
EC__2__4__2__44	0	0	0	0	0	0	0	0	0	0	0	0
EC__2__4__2__45	 1.0	 4.5	 4.0	 2.0	 1.0	 2.5	 0.0	 2.0	 1.0	14.0	 6.0	 3.0
EC__2__4__2__46	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__2__47	0.0	0.5	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	0.0	0.0
EC__2__4__2__52	240.47	105.40	211.44	169.66	103.89	112.47	190.00	236.33	143.21	784.33	 54.88	 54.00
EC__2__4__2__53	 118.14	 191.40	 314.43	 404.00	  69.89	1052.39	 260.00	 368.00	1159.21	 227.00	  43.08	  65.00
EC__2__4__2__6	  3	  5	  1	  1	 14	  6	  0	  1	142	  0	  0	  5
