response	Responder	Responder	Responder	Nonresponder	Nonresponder	Nonresponder	Nonresponder
sample	F0130	F0177	H0086	F0155	F0056	F0100	H0054
K10843	1.5	0.0	0.0	0.0	0.0	0.0	1.0
K10844	0	0	0	0	0	0	0
K10850	0	0	0	0	0	0	0
K10851	0	0	0	0	0	0	0
K10857	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K10906	 0.00	 7.43	 0.00	 0.00	85.96	 0.00	 0.28
K10907	4849.96	4657.68	3748.15	4911.91	4104.82	3396.66	3931.33
K10914	 38.83	144.45	  8.32	 52.16	 54.21	 93.16	 82.58
K10918	0	0	0	0	0	0	0
K10939	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K10941	0	0	0	0	0	0	0
K10942	0	0	0	0	0	0	0
K10943	0	0	0	0	0	0	0
K10947	5691.33	6901.24	5149.60	6801.32	6319.11	6023.48	6556.25
K10954	0	0	0	0	0	0	0
K10972	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K10973	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K10974	66.00	76.43	 0.00	57.00	69.71	21.00	 8.28
K10975	 0.00	 3.43	 0.00	 2.00	28.96	 0.00	 0.28
K10977	7	0	0	1	0	1	0
K10979	 81.33	184.34	302.66	 40.83	 21.00	 37.83	 50.50
K10984	 16.00	336.43	  6.00	 54.00	 38.96	  3.00	 78.28
K10985	  5.00	136.43	  2.00	 28.00	 33.96	  3.00	 39.28
K10986	  5.00	136.43	  2.00	 28.00	 33.96	  3.00	 39.28
K11003	1.5	0.0	0.0	0.0	0.0	0.0	0.0
K11004	3.50	0.33	0.00	0.00	3.50	0.00	0.00
K11005	0	0	0	0	0	0	0
K11007	0	0	0	0	0	0	0
K11016	0	3	0	0	1	0	0
K11017	0	3	0	0	1	0	0
K11031	38.33	 0.00	14.00	36.00	13.00	 0.00	 0.00
K11039	0	0	0	0	0	0	0
K11041	 94.99	255.24	  7.06	139.73	152.79	 69.90	 43.17
K11045	0	0	0	0	0	0	0
K11048	0	0	0	0	0	0	0
K11049	0	0	0	0	0	0	0
K11050	 62.50	176.83	301.00	 61.02	 93.49	  4.67	 86.84
K11051	 62.50	176.50	301.00	 59.02	 93.49	  4.67	 86.84
K11052	0	0	0	0	0	0	0
K11053	0	0	0	0	0	0	0
K11054	0	0	0	0	0	0	0
K11057	0	0	0	0	0	0	0
K11059	0	0	0	0	0	0	0
K11060	0	2	0	0	2	0	0
K11062	0	0	0	0	0	0	0
K11065	 571.51	 575.72	 797.35	1874.88	 638.47	1142.22	 103.50
K11066	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11068	4193.73	4634.00	3536.86	5788.46	3739.83	3195.65	5309.00
K11069	2413.00	3118.50	3207.86	1719.24	2439.08	3525.15	1250.75
K11070	4402.33	4420.84	4358.52	4955.32	4889.83	5809.48	3426.00
K11071	4310.00	4158.50	4091.86	4882.99	4767.83	4301.15	2653.50
K11072	3860.00	3889.50	4065.86	3227.99	4765.50	4251.15	2616.50
K11073	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11074	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11075	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11076	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11081	0	0	0	0	0	0	0
K11082	0	0	0	0	0	0	0
K11083	0	0	0	0	0	0	0
K11084	0	0	0	0	0	0	0
K11085	 579.08	 350.43	1029.54	 732.98	 393.61	1172.75	  51.41
K11089	0	0	0	0	0	0	0
K11102	 0.67	 3.43	 1.00	 1.60	30.54	 0.00	 1.75
K11103	 8.00	 6.43	50.00	 5.00	41.21	 1.00	 3.08
K11104	 949.00	 716.43	 585.00	 953.00	 506.21	 105.00	2005.78
K11105	 572.25	 909.76	 873.21	1590.85	 362.21	1413.75	2296.83
K11106	 1.00	 3.43	 1.00	 2.00	32.21	 0.00	 1.08
K11107	 0.00	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K11139	 0.00	 1.00	 0.00	 0.00	14.25	 0.00	 0.00
K11144	 125.66	 255.23	  90.40	1536.40	 929.96	   9.57	1216.67
K11145	3856.99	3764.57	3189.06	3967.48	3361.20	3018.40	2633.75
K11175	4399.57	3924.00	4111.77	4463.16	3880.99	4180.65	2618.33
K11176	1	0	0	0	0	0	0
K11177	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11178	  9.00	 67.43	  2.00	105.00	 29.96	 29.00	 18.28
K11179	 5.67	 6.43	 0.00	 1.00	31.21	 0.00	 8.08
K11180	0	0	0	1	1	0	7
K11181	0	0	0	1	1	0	7
K11183	14.67	24.43	 5.00	 4.00	33.21	30.00	 8.08
K11184	1504.33	 887.34	1604.66	1048.33	2113.00	2528.33	 246.00
K11189	7814.14	8276.12	6980.19	7303.63	8504.70	8306.05	5496.42
K11192	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 1.08
K11194	0	0	0	0	0	0	0
K11195	0	0	0	0	0	0	0
K11196	0	0	0	0	0	0	0
K11200	 39.00	482.43	  4.00	651.00	 20.71	  0.00	766.28
K11201	 1.00	25.29	 0.00	 1.00	91.38	 0.00	 1.84
K11202	 611.33	 324.30	 233.66	  96.33	 345.38	 118.33	1620.84
K11203	 376.33	 850.30	 154.66	 910.33	 267.13	  77.33	2140.34
K11208	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11209	 60.83	124.59	  1.40	  8.97	187.38	  3.07	 10.83
K11210	0	0	0	0	0	0	0
K11211	0	3	0	0	1	0	0
K11214	17	37	 0	10	 3	 6	 0
K11216	19.33	87.44	 4.66	41.33	37.21	43.33	64.08
K11249	 13.00	 81.43	  5.00	107.00	 31.96	 47.00	 18.28
K11250	 1.50	 5.43	 0.00	 0.00	29.21	 0.00	 1.08
K11258	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K11261	 25.07	193.00	 10.33	345.67	 10.25	248.00	 77.75
K11263	7.50	3.00	2.00	2.00	5.33	2.00	1.00
K11264	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K11311	0	0	0	0	0	0	0
K11312	7.67	0.00	8.33	3.67	0.00	0.00	0.80
K11329	0	0	0	0	0	0	0
K11358	1636.33	1033.34	1977.16	1158.83	2290.83	2619.83	 296.50
K11381	131.84	201.00	165.80	336.01	 33.75	 18.25	 14.00
K11382	0	0	0	0	0	0	0
K11383	0	0	0	0	0	0	0
K11384	0	0	0	1	1	0	7
K11386	0	0	0	0	0	0	0
K11387	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K11391	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11392	 0.00	 3.43	 0.00	 1.00	30.21	 0.00	 8.08
K11440	0	0	0	0	0	0	0
K11442	0	0	0	0	0	0	0
K11443	0	0	0	0	0	0	0
K11444	0	0	0	0	0	0	0
K11472	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11473	 0.00	 3.43	 1.00	 2.00	30.96	 0.00	14.28
K11474	 0.40	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11475	0	0	0	0	0	0	0
K11476	0	0	0	0	0	0	0
K11477	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11527	 387.18	 227.00	 771.96	 607.85	 307.75	1151.75	  32.00
K11528	 2	 8	 0	23	 0	79	11
K11529	 3	 5	 0	11	 1	 0	 3
K11530	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11531	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K11532	0	0	0	0	0	0	0
K11533	6.00	2.00	2.00	0.00	5.33	1.00	1.00
K11534	 22.33	 37.44	  4.66	 43.33	 35.21	133.33	 38.08
K11535	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11537	 379.80	 170.00	 748.00	 475.75	 299.75	1136.75	  12.00
K11601	2	1	0	2	0	1	0
K11602	2	1	0	2	0	1	0
K11603	2	1	0	2	0	1	0
K11604	5.67	3.00	0.00	0.00	1.00	0.00	0.00
K11605	5.67	3.00	0.00	0.00	1.00	0.00	0.00
K11606	5.67	3.00	0.00	0.00	1.00	0.00	0.00
K11607	5.67	3.00	0.00	0.00	1.00	0.00	0.00
K11614	 85.00	  8.00	 65.00	 73.33	  1.00	151.00	 42.00
K11615	128.00	108.00	230.00	192.33	107.00	680.00	 46.00
K11616	0	0	0	0	0	0	0
K11617	 73.16	136.23	  1.40	 17.57	141.46	  3.07	 16.67
K11618	 75.16	144.23	  1.40	 40.57	141.46	 82.07	 27.67
K11619	0	0	0	0	0	0	0
K11620	0	0	0	0	0	0	0
K11621	  5	 60	  0	103	  0	 15	 12
K11622	0	0	0	0	0	0	0
K11623	0	0	0	0	0	0	0
K11629	0	0	0	0	0	0	0
K11630	 15	180	  0	309	  0	 45	 36
K11631	0	0	0	0	0	0	0
K11632	0	0	0	0	0	0	0
K11635	 39.0	480.0	  4.0	651.0	 13.5	  0.0	766.0
K11636	0.0	0.0	0.0	0.0	7.5	0.0	0.0
K11637	0	0	0	0	0	0	0
K11638	0	0	0	0	0	0	0
K11645	 333.09	 292.44	 943.04	 387.76	 594.96	1484.08	  48.58
K11646	0	0	0	1	1	0	7
K11685	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K11686	0	0	0	0	0	0	0
K11688	 29.99	115.03	  8.98	124.99	 13.00	134.99	 67.00
K11689	 17.4	120.0	  0.0	207.0	  0.0	 31.0	 24.0
K11690	1054.3	1338.1	1390.6	2861.3	1554.0	3262.3	 518.0
K11691	 31	  8	 18	 59	  1	138	 30
K11692	 54.4	 52.0	 67.0	 71.0	  3.0	159.0	 40.0
K11693	0	0	0	0	0	0	0
K11694	   3	  48	   1	1320	   1	   0	   1
K11695	   0	   0	   0	1320	   0	   0	   1
K11704	 73.16	136.23	  1.40	 19.90	141.46	  3.07	 16.67
K11705	 73.16	136.23	  2.73	 17.90	141.46	  6.07	 16.67
K11706	 73.16	136.23	  2.73	 17.90	141.46	  6.07	 16.67
K11707	0.50	0.00	0.00	0.00	0.33	0.00	0.00
K11708	0.50	0.00	0.00	0.00	0.33	0.00	0.00
K11709	0.50	0.00	0.00	0.00	0.33	0.00	0.00
K11710	0.50	0.00	0.00	0.00	0.33	0.00	0.00
K11711	0	0	0	0	0	0	0
K11712	 12	  6	150	  9	 36	  0	  6
K11717	1600.67	1199.50	1442.77	2979.21	1675.57	2921.15	2086.58
K11719	13.17	 8.43	56.00	 5.00	45.21	 0.00	 3.08
K11720	 551.08	 210.86	 866.21	 525.98	 415.91	1139.75	  19.69
K11731	0	0	0	0	0	0	0
K11732	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11733	26.50	21.43	 5.00	16.33	42.21	 2.00	 3.08
K11734	 1.00	 3.43	 1.00	 2.00	32.21	 0.00	 7.08
K11735	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K11736	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11737	11.50	 7.43	 3.00	 6.00	37.21	 3.00	 2.08
K11738	 7.00	 6.43	 2.00	 2.00	34.21	 2.00	 2.08
K11739	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11740	10.50	11.43	 0.00	 8.50	38.96	 4.50	 0.78
K11741	198.47	246.43	256.50	 52.75	 84.71	 66.75	 26.58
K11742	 0.00	 3.43	 0.00	 1.00	30.21	 0.00	 8.08
K11743	 0.00	 3.43	 0.00	 1.00	30.21	 0.00	 8.08
K11744	 0.00	 3.43	 1.33	 0.00	29.21	 3.00	 0.28
K11745	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11746	 1.00	 3.43	 5.00	 0.00	29.21	 0.00	 1.08
K11747	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K11748	214.39	170.43	220.42	366.25	 53.71	429.25	  5.08
K11749	4407.07	4040.00	4112.77	4593.96	3882.99	4194.65	2669.33
K11750	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11751	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K11752	2535.91	1471.94	2889.87	1198.56	2306.03	3039.08	 343.66
K11753	4469.57	3983.00	4235.77	4495.96	3907.65	4207.65	2661.33
K11754	6432.06	5906.74	5708.83	6685.86	6825.78	5993.05	4964.00
K11755	4263.41	3640.77	3960.54	3032.56	3762.96	4130.08	2568.08
K11782	144.5	  0.0	197.5	  3.0	 19.0	 91.0	  9.0
K11783	32	 0	96	 1	19	26	 8
K11784	 69.5	  0.0	197.5	  3.0	 19.0	 91.0	  9.0
K11785	 69.5	  0.0	196.5	  3.0	 19.0	 91.0	  9.0
K11811	0	0	0	0	0	0	0
K11890	0.0	0.0	0.0	0.0	0.0	0.0	0.8
K11891	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11892	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11893	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11894	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11895	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11896	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11897	0.0	0.0	0.0	0.0	0.0	0.0	0.8
K11898	0.0	0.0	0.0	0.0	0.0	0.0	0.8
K11900	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11901	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11902	0.0	0.0	0.0	0.0	0.0	0.0	0.8
K11903	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 5.08
K11904	 5.50	11.72	 5.00	 0.00	88.34	 0.00	 6.72
K11905	 0.00	 2.43	 0.00	 0.00	14.96	 0.00	 1.08
K11906	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11907	 1.50	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K11908	0	0	0	0	0	0	0
K11909	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K11910	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11911	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11912	0	0	0	0	0	0	6
K11913	0	0	0	0	0	0	0
K11914	0	0	0	0	0	0	0
K11915	0	0	0	0	0	0	0
K11917	0	0	0	0	0	0	0
K11918	0	0	0	0	0	0	0
K11919	0	0	0	0	0	0	0
K11921	28.00	 3.43	 0.00	 9.80	29.21	 0.00	 0.28
K11922	397.00	  7.43	  1.00	 11.00	 15.71	  0.00	  3.28
K11923	 0.00	 3.43	 0.00	 2.00	29.21	 0.00	 1.08
K11924	10.50	11.43	 0.00	 8.50	39.21	 4.50	 1.58
K11925	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11926	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11927	1127.85	2150.76	1717.12	1631.35	 684.96	1662.25	1744.08
K11928	2407.10	1464.44	2582.66	1095.58	2050.03	2591.33	 355.91
K11929	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11930	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K11931	 9.00	20.43	10.00	 4.00	17.71	30.00	 6.28
K11932	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11933	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11934	 150.34	  32.43	 684.34	 201.00	 296.21	1221.00	   9.08
K11935	 0.00	 2.43	 0.00	 0.00	14.71	 0.00	 0.28
K11936	 1.00	 4.43	 5.00	 0.00	17.71	 0.00	 0.28
K11937	0	0	0	0	0	0	0
K11938	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11939	 8.50	 7.43	 2.00	 4.00	34.87	 3.00	 2.08
K11940	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11941	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K11942	9	0	0	0	0	0	0
K11959	 15	180	  0	309	  0	 45	 36
K11960	 10	120	  0	206	  0	 30	 24
K11961	  5	 60	  0	103	  0	 15	 12
K11962	 10	120	  0	206	  0	 30	 24
K11963	 10.67	 60.00	  0.00	103.00	  0.00	 15.00	 12.00
K11991	4393.24	3964.99	3973.61	4482.63	3710.32	4128.32	2639.33
K11996	 360.14	 176.43	 515.83	 478.42	 315.71	1047.75	  11.08
K12055	0	0	0	0	0	0	0
K12056	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12057	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12058	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12059	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12060	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12061	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12062	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12063	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12064	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12065	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12066	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12067	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12068	 0.0	 1.0	 0.0	 0.0	14.5	 0.0	 0.0
K12069	 4	 0	50	 3	12	 0	 2
K12070	0	0	0	0	0	0	0
K12071	 4	 2	50	 3	12	 0	 2
K12072	 4.0	 1.0	50.0	 3.0	26.5	 0.0	 2.0
K12081	 4	 0	50	 3	12	 0	 2
K12111	 10.00	152.43	  0.00	210.00	 31.96	 33.00	 24.28
K12112	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K12113	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K12136	22.50	22.43	 1.00	17.00	52.46	10.00	 2.08
K12137	56.33	79.44	98.66	55.33	41.96	93.33	43.08
K12138	 0.00	 6.43	 1.00	 0.00	29.96	 0.00	 1.08
K12139	 0.00	 9.43	 0.00	 0.00	30.96	 0.00	 1.08
K12140	37.50	 6.43	 1.00	10.00	29.96	 0.00	 9.08
K12141	37.50	 6.43	 1.00	10.00	29.96	 0.00	 9.08
K12142	 0.00	 6.43	 0.00	 0.00	29.96	 0.00	 1.08
K12143	12.00	14.43	 1.00	 8.50	42.46	 5.50	 1.58
K12144	 0.00	 6.43	 0.00	 0.00	29.96	 0.00	 1.08
K12145	 0.00	 6.43	 1.00	 0.00	29.96	 0.00	 1.08
K12146	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 1.08
K12147	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12148	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K12149	 0.00	 4.43	 0.00	 0.00	43.46	 0.00	 1.08
K12151	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12152	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12203	0	0	0	0	0	0	0
K12204	0	0	0	0	0	0	0
K12205	0	0	0	0	0	0	0
K12206	0	0	0	0	0	0	0
K12209	0	0	0	0	0	0	0
K12211	0	0	0	0	0	0	0
K12213	0	0	0	0	0	0	0
K12214	0	0	0	0	0	0	0
K12217	0	0	0	0	0	0	0
K12218	0	0	0	0	0	0	0
K12227	0	0	0	0	0	0	0
K12240	0	0	0	0	0	0	0
K12251	 363.67	 281.50	 602.38	 540.91	 292.58	1131.75	  32.80
K12252	0	0	0	0	0	0	0
K12254	0	0	0	0	0	0	0
K12255	0	0	0	0	0	0	0
K12256	1.5	0.0	0.0	0.0	0.0	0.0	0.0
K12257	2682.51	3247.83	2936.21	2646.81	2692.25	3996.25	 596.00
K12262	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.88
K12263	0	0	0	0	0	0	0
K12264	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12265	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12266	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12267	1521.98	1262.57	1499.94	2315.81	 710.77	1350.32	 323.92
K12268	 69.16	108.23	  1.40	 11.97	129.46	  2.07	  8.67
K12269	 69.16	108.23	  1.40	 11.97	129.46	  2.07	  8.67
K12270	 69.16	108.23	  1.40	 11.97	129.46	  2.07	  8.67
K12276	0	0	0	0	0	0	0
K12288	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12289	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12290	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12291	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12292	 4.50	32.83	 0.00	 8.10	 9.33	 1.00	 6.67
K12293	 2.50	32.50	 0.00	 8.10	 5.83	 1.00	 6.67
K12294	 9.66	14.50	 0.00	 3.17	 3.16	 1.67	 0.67
K12295	12.16	20.83	 0.00	 7.77	14.66	 1.67	 5.67
K12296	 70.16	118.23	  1.40	 14.57	145.79	  3.07	  9.34
K12297	 37.67	 14.43	 92.50	  8.50	201.71	 21.50	  1.58
K12299	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 1.08
K12308	1514.02	2291.17	2390.13	3132.91	3378.23	4189.75	1598.67
K12339	14.00	 3.43	80.50	 0.00	29.21	65.00	 2.08
K12340	 859.31	 401.43	1685.48	1060.25	 898.96	2350.50	  36.08
K12343	 375.84	 167.00	 822.55	 487.51	 300.75	1136.75	  12.00
K12349	0	0	0	0	0	0	0
K12368	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.88
K12369	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K12370	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K12371	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K12372	 5.67	 6.43	 0.00	 0.00	30.21	 0.00	 1.08
K12373	2984.70	3378.00	5284.75	5000.39	3116.91	8224.17	3866.47
K12405	0	0	0	0	0	0	0
K12410	4451.23	4081.29	4161.36	4778.82	3784.19	4542.91	2743.33
K12415	0	0	0	0	0	0	0
K12428	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K12437	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K12452	 59.13	131.01	163.66	123.33	115.00	583.33	 35.00
K12453	 56.5	  0.0	337.0	 75.5	  6.0	604.5	  3.0
K12472	 68.32	103.73	  1.40	  3.14	128.96	  2.74	  3.00
K12500	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12503	7.5	3.0	2.0	2.0	5.0	2.0	1.0
K12506	  99.40	1184.00	 173.00	 167.00	 127.99	 126.00	 128.33
K12507	13.00	12.43	 1.00	 8.50	41.71	 7.50	 0.78
K12508	0	0	0	0	0	0	0
K12510	1588.33	 942.34	1718.16	1066.33	2317.83	2519.33	 283.00
K12511	 221.5	 250.0	 472.5	 181.0	1314.5	 219.0	  55.0
K12516	0	0	0	0	0	0	0
K12524	 358.01	 205.43	 579.05	 504.31	 317.96	1045.75	  11.08
K12525	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12527	243.73	203.77	132.66	163.33	 59.21	204.33	 72.28
K12528	 13.40	 71.43	  4.00	107.00	 30.96	 43.00	 24.28
K12529	 0.00	 3.43	 0.00	 0.00	28.96	 0.00	 0.28
K12536	0	0	0	0	0	0	0
K12537	0	0	0	0	0	0	0
K12538	0	0	0	0	0	0	0
K12541	 1.4	 1.0	 5.0	 1.0	15.5	 0.0	 7.0
K12542	 1.4	 1.0	 5.0	 1.0	15.5	 0.0	 7.0
K12543	 1.4	 1.0	 5.0	 1.0	15.5	 0.0	 7.0
K12545	0	0	0	0	0	0	0
K12551	0	0	0	0	0	0	0
K12552	0.00	0.00	0.00	0.33	0.00	0.00	0.00
K12553	  12	 105	   4	1345	   3	   0	  40
K12554	 61.16	117.73	  1.40	  8.97	137.62	  3.07	  8.67
K12555	 77.16	137.23	  2.40	 18.57	212.46	  3.07	 16.67
K12556	 69.16	118.23	  1.40	 14.57	137.46	  3.07	  8.67
K12567	1.75	0.00	2.75	2.25	2.50	0.00	0.00
K12573	4020.67	3881.00	4022.77	4551.96	3872.99	4091.65	2632.33
K12574	4539.85	4759.80	3381.96	6572.13	4468.82	3104.97	4673.92
K12582	 5.67	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12583	0.5	0.0	0.0	0.0	0.0	0.0	0.0
K12658	0	0	0	0	0	0	0
K12660	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 0.28
K12661	 3.00	 6.00	 0.00	11.00	15.25	 0.00	 3.00
K12678	 0.00	 9.29	 0.00	 0.00	73.13	 0.00	 1.64
K12684	0.00	0.00	0.00	0.00	0.25	0.00	0.00
K12685	 4	 2	50	 3	12	 0	 2
K12686	0	0	0	0	0	0	0
K12687	 0.0	 2.0	 0.0	 0.0	28.5	 0.0	 0.0
K12700	  7.00	 75.76	  2.00	 25.00	106.21	  0.00	 41.08
K12733	0.4	0.0	0.0	0.0	0.0	0.0	0.0
K12784	0	0	0	0	0	0	0
K12785	0	0	0	0	0	0	0
K12787	0	0	0	0	0	0	0
K12790	0	0	0	0	0	0	0
K12940	 519.40	 546.43	 283.00	 892.00	 778.96	  84.00	1984.78
K12941	105.99	283.46	238.98	287.99	167.21	758.99	 96.28
K12942	 323.03	 195.44	 566.91	 515.13	 335.96	1090.08	  74.28
K12943	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12944	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12945	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12950	0.00	0.00	0.00	0.25	0.00	0.00	0.50
K12952	1882.49	2520.73	 808.90	6360.57	2876.20	 893.24	5708.34
K12954	5.5	2.0	2.0	0.0	5.0	1.0	0.0
K12957	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12960	2069.26	 570.05	1527.01	 357.18	 426.57	1636.65	 258.00
K12961	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12962	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12963	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12972	 1.00	 3.43	 5.00	 0.00	29.21	 0.00	 1.08
K12973	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12974	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12975	 0.00	 3.43	 0.00	 0.00	29.21	 0.00	 1.08
K12976	0	0	0	0	0	0	0
K12978	0	0	0	0	0	0	0
K12979	0	0	0	0	0	0	0
K12981	0	0	0	0	0	0	0
K12982	0	3	0	0	1	0	0
K12984	0.0	3.0	0.0	0.0	1.0	0.0	0.8
K12985	 0.00	 1.00	 0.00	 0.00	14.25	 0.00	 0.00
K12988	1	0	5	0	0	0	0
K12990	  80.17	 485.00	  19.67	 992.00	  99.00	   0.00	1469.50
K12991	4	2	2	0	5	1	0
K12992	1099.33	 782.34	1459.66	 805.33	1983.00	1175.33	 226.00
K12994	0	0	0	0	0	0	0
K12995	18.60	62.00	82.75	 8.25	 8.50	85.00	 6.00
K12996	120.50	215.96	  2.80	 15.77	265.09	  4.47	 12.34
K12997	 71.83	117.73	 57.40	 13.97	140.96	  3.07	  8.67
K12998	 49.67	107.40	  1.40	  3.80	124.13	  2.40	  3.67
K12999	 51.00	 97.73	  1.40	  1.80	126.30	  1.40	  3.00
